OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
Sign Bottom,11136,14,14178,,,,,,
Sign Top,11137,58604,81061,,,,,,
Sign Top,11138,58245,105468,,,,,94103,112686
Sign Bottom,11139,56942,84746,,,,,,
Sign Top,11140,52343,89854,101228,149886,,,,
Sign Bottom,11141,32739,35160,,,,,,
Sign Bottom,11142,97145,112508,,,,,,
Sign Bottom,11143,93118,136589,8929,43434,,,,
Sign Top,11144,72014,82277,,,,,,
Sign Top,11145,83596,89233,,,,,,
Sign Top,11146,35043,51929,,,,,,
Sign Bottom,11147,82372,107331,,,,,,
Sign Bottom,11148,3456,7440,15718,36309,,,,
Sign Bottom,11149,94240,135294,,,,,,
Sign Top,11150,46597,61392,,,,,,
Sign Top,11151,2741,22242,97464,123511,,,,
Sign Top,11152,33650,81671,,,,,,
Sign Bottom,11153,38456,48327,,,,,,
Sign Bottom,11154,54087,64182,63833,84510,,,,
Sign Top,11155,160000,166358,40000,51221,,,,
Sign Bottom,11156,55254,55464,,,,,,
Sign Bottom,11157,47342,64847,,,,,,
Sign Top,11158,44013,86174,,,,,,
Sign Top,11159,4879,31093,,,596,46550,,
Sign Top,11160,7810,42474,,,,,,
Sign Top,11161,42357,60746,,,,,,
Sign Top,11162,57502,77925,,,,,,
Sign Bottom,11163,10849,22980,,,,,,
Sign Top,11164,68193,100784,,,,,,
Sign Bottom,11165,63243,75222,,,,,,
Sign Top,11166,0,15015,0,25143,,,,
Sign Bottom,11167,77031,124947,193914,223575,,,,
Sign Bottom,11168,18526,47446,,,169027,196415,,
Sign Top,11169,6381,29288,,,15,155,,
Sign Top,11170,100000,144263,,,,,,
Sign Bottom,11171,61604,98465,46509,58251,,,,
Sign Top,11172,87366,123743,5485,27745,,,,
Sign Top,11173,45400,56529,,,,,,
Sign Top,11174,201914,239286,6692,17867,,,,
Sign Bottom,11175,115397,148733,,,,,,
Sign Bottom,11176,107482,113136,17893,37722,,,,
Sign Bottom,11177,49515,74072,,,,,,
Sign Bottom,11178,2524,42022,,,,,,
Sign Bottom,11179,102000,129436,,,,,26600,33921
Sign Bottom,11180,73863,117105,,,,,,
Sign Top,11181,65005,108090,47633,59009,128954,171858,,
Sign Bottom,11182,24323,44371,,,,,,
Sign Top,11183,23554,28340,,,,,,
Sign Top,11184,35574,56009,,,,,,
Sign Top,11185,34143,66521,120004,169075,,,,
Sign Bottom,11186,43500,81390,76200,100196,,,,
Sign Bottom,11187,64000,108140,,,,,,
Sign Bottom,11188,80657,92851,,,,,156086,198776
Sign Bottom,11189,49404,58156,29982,77617,,,,
Sign Top,11190,81416,108489,19900,66940,,,,
Sign Top,11191,152120,173160,,,,,,
Sign Bottom,11192,86571,107699,73546,116673,,,,
Sign Bottom,11193,32685,60680,,,,,,
Sign Bottom,11194,42347,77485,92889,120437,,,,
Sign Top,11195,32429,76407,89858,91508,,,,
Sign Top,11196,24856,60917,100922,134447,,,,
Sign Top,11197,72690,109673,159185,172317,,,,
Sign Bottom,11198,76201,123872,,,,,,
Sign Top,11199,73326,105797,,,,,,
Sign Top,11200,17105,27028,70381,92027,,,,
Sign Top,11201,134501,180466,33372,77956,,,,
Sign Top,11202,42609,72561,,,,,,
Sign Top,11203,39000,53083,81600,82645,,,,
Sign Top,11204,111932,152065,190000,211766,,,,
Sign Top,11205,68000,84998,,,,,,
Sign Top,11206,1989,51913,,,,,,
Sign Top,11207,83007,121982,88378,120902,,,,
Sign Bottom,11208,66981,81063,8002,9897,,,,
Sign Top,11209,182548,186928,,,,,,
Sign Bottom,11210,86025,97378,80857,82334,,,,
Sign Top,11211,17184,51416,,,,,,
Sign Top,11212,158680,199037,489,20706,,,74184,93727
Sign Top,11213,9000,17235,,,,,,
Sign Bottom,11214,26870,67244,117036,121157,,,,
Sign Bottom,11215,71592,92506,,,,,,
Sign Bottom,11216,71932,106981,,,103600,149645,,
Sign Bottom,11217,29622,41093,,,,,,
Sign Top,11218,268,26969,,,39301,42750,,
Sign Top,11219,6082,35319,,,,,,
Sign Bottom,11220,1417,24297,,,,,,
Sign Top,11221,33759,77379,27130,44529,,,,
Sign Top,11222,259,36191,,,,,,
Sign Bottom,11223,46223,52681,,,,,,
Sign Top,11224,159474,169980,,,,,,
Sign Bottom,11225,100117,132366,,,,,,
Sign Bottom,11226,79115,125276,42945,56276,39364,63801,,
Sign Top,11227,153000,158195,,,,,,
Sign Bottom,11228,208000,237959,,,,,,
Sign Bottom,11229,41772,78118,,,124690,141110,,
Sign Bottom,11230,92685,140095,14000,17444,107000,145323,,
Sign Top,11231,185244,229637,60000,92164,,,,
Sign Top,11232,208819,242500,160367,203302,,,,
Sign Top,11233,230571,231762,100680,121394,,,,
Sign Top,11234,116222,144842,,,,,,
Sign Top,11235,19266,34012,107,37160,,,,
Sign Bottom,11236,35606,43569,13562,27150,,,,
Sign Top,11237,52098,69853,,,,,,
Sign Bottom,11238,38000,60149,,,,,,
Sign Bottom,11239,80500,84470,,,,,,
Sign Bottom,11240,49803,97767,,,,,,
Sign Top,11241,77266,120154,163865,171455,,,,
Sign Top,11242,115720,127955,,,,,,
Sign Bottom,11243,9887,13489,,,,,,
Sign Top,11244,106710,139699,12413,52193,,,,
Sign Bottom,11245,80356,127679,,,,,,
Sign Top,11246,63541,97230,,,,,,
Sign Top,11247,24617,48948,,,,,,
Sign Bottom,11248,24862,33618,84000,104069,5006,27763,,
Sign Top,11249,63316,108135,33023,73261,87530,122984,,
Sign Top,11250,2568,26600,,,,,,
Sign Top,11251,9286,54359,,,,,,
Sign Top,11252,94944,133128,,,,,,
Sign Bottom,11253,140015,167096,,,,,,
Sign Top,11254,72000,116450,74920,116926,,,,
Sign Bottom,11255,116774,120091,,,,,,
Sign Bottom,11256,226197,237379,20908,37861,,,,
Sign Top,11257,192,24537,23500,50469,,,,
Sign Top,11258,180923,206621,10086,36858,,,,
Sign Top,11259,31500,39180,211,5526,,,,
Sign Bottom,11260,43334,46644,55159,104674,,,,
Sign Bottom,11261,50857,53542,56888,103547,,,,
Sign Bottom,11262,188400,228880,,,,,,
Sign Top,11263,89739,105857,,,,,,
Sign Bottom,11264,95566,100160,78883,101199,,,,
Sign Top,11265,24991,31733,,,,,,
Sign Bottom,11266,7467,22445,35857,36118,,,,
Sign Bottom,11267,63295,74370,,,,,,
Sign Bottom,11268,37487,71617,,,,,,
Sign Bottom,11269,75904,99705,,,,,,
Sign Bottom,11270,18222,50958,90024,113065,,,,
Sign Bottom,11271,44391,77553,12613,55980,,,,
Sign Top,11272,11271,33299,,,,,,
Sign Top,11273,135560,166557,,,,,,
Sign Bottom,11274,56678,84877,52680,95336,,,,
Sign Bottom,11275,9677,18014,,,,,,
Sign Top,11276,71753,89828,86299,101950,,,,
Sign Bottom,11277,122920,130470,,,,,,
Sign Top,11278,113204,145897,,,,,,
Sign Top,11279,227902,268291,,,,,,
Sign Bottom,11280,60000,105970,,,,,,
Sign Bottom,11281,19254,66917,70849,90648,,,,
Sign Top,11282,138045,149292,73447,121816,,,,
Sign Top,11283,28154,57950,,,,,,
Sign Bottom,11284,76110,89571,,,,,,
Sign Top,11285,13195,21710,7100,16308,,,,
Sign Bottom,11286,155106,188903,,,,,,
Sign Top,11287,13776,33980,92815,121344,,,,
Sign Bottom,11288,5073,37955,33217,43594,,,,
Sign Bottom,11289,129311,156988,,,,,,
Sign Bottom,11290,50055,71225,65027,95726,,,,
Sign Bottom,11291,13273,14553,,,,,,
Sign Bottom,11292,122328,152179,83678,133346,,,,
Sign Top,11293,1080,2421,,,,,,
Sign Top,11294,24333,50239,,,,,,
Sign Bottom,11295,79232,102694,,,97434,125809,,
Sign Top,11296,93430,110048,110432,136293,,,,
Sign Bottom,11297,2045,50950,69482,108238,,,,
Sign Bottom,11298,66569,101678,,,75316,124411,,
Sign Top,11299,937,11134,157490,198452,,,,
Sign Top,11300,149808,199238,,,,,,
Sign Top,11301,57640,66533,123666,128941,16469,47127,90026,122632
Sign Bottom,11302,7284,28154,40800,85077,,,,
Sign Top,11303,126741,154575,,,,,,
Sign Bottom,11304,13690,57846,,,9070,25521,,
Sign Top,11305,110206,110915,,,76813,107442,,
Sign Top,11306,156000,156788,0,36296,,,,
Sign Bottom,11307,68222,81260,59256,62286,,,,
Sign Bottom,11308,61637,96918,,,,,,
Sign Top,11309,52045,98459,,,,,,
Sign Bottom,11310,46666,53766,104625,138814,,,,
Sign Top,11311,30000,36512,,,,,,
Sign Top,11312,74117,112254,31519,74431,,,,
Sign Top,11313,17000,42043,,,,,,
Sign Bottom,11314,194471,211155,82974,99472,,,,
Sign Bottom,11315,2849,33069,,,,,,
Sign Bottom,11316,86883,97550,,,71635,89102,,
Sign Top,11317,25001,37078,,,,,,
Sign Top,11318,149000,157975,100000,130006,,,,
Sign Top,11319,69000,71447,,,,,,
Sign Top,11320,162,5026,3371,13482,123297,149013,,
Sign Bottom,11321,58488,96405,60579,73364,29861,48019,,
Sign Bottom,11322,69879,112911,,,,,,
Sign Bottom,11323,113290,125765,57050,94851,,,,
Sign Top,11324,18199,22001,45437,47644,,,,
Sign Top,11325,66135,68133,,,,,,
Sign Bottom,11326,67100,68406,,,,,,
Sign Top,11327,1070,3300,,,35725,77328,,
Sign Top,11328,113879,151254,,,,,,
Sign Bottom,11329,46176,73780,,,,,,
Sign Bottom,11330,7011,40005,163519,164008,,,,
Sign Bottom,11331,45094,45343,,,,,,
Sign Top,11332,50,40902,2901,23077,,,,
Sign Top,11333,254824,267542,15923,28152,,,,
Sign Bottom,11334,85887,116118,97706,129457,,,,
Sign Bottom,11335,128505,129551,,,,,,
Sign Top,11336,946,30655,,,,,,
Sign Top,11337,25,44936,,,0,2871,,
Sign Top,11338,142000,185721,190000,239395,,,,
Sign Top,11339,156000,179819,,,,,,
Sign Bottom,11340,48248,83464,,,,,,
Sign Top,11341,32300,37190,17500,64100,,,,
Sign Bottom,11342,71993,78864,,,,,,
Sign Top,11343,147558,181944,,,,,,
Sign Bottom,11344,56724,71662,,,,,,
Sign Top,11345,31846,35469,,,,,,
Sign Top,11346,2000,35180,130005,135290,,,,
Sign Top,11347,24712,65730,26579,47044,103500,107643,,
Sign Bottom,11348,183155,202134,67875,107495,,,,
Sign Bottom,11349,23659,73164,,,6933,17844,,
Sign Top,11350,45529,70478,,,,,,
Sign Bottom,11351,40686,54328,98739,101088,,,,
Sign Top,11352,138672,161424,,,,,,
Sign Top,11353,50579,68764,,,,,,
Sign Top,11354,40000,79035,32000,77202,,,,
Sign Bottom,11355,12598,26400,25609,64810,,,,
Sign Top,11356,140000,184101,,,,,,
Sign Top,11357,87055,134001,,,,,,
Sign Bottom,11358,48178,74480,,,,,,
Sign Top,11359,91097,136411,31172,74297,,,,
Sign Bottom,11360,112901,160922,,,,,,
Sign Top,11361,32789,64674,0,30157,,,,
Sign Bottom,11362,45629,82601,,,,,,
Sign Top,11363,26375,71416,,,,,,
Sign Bottom,11364,35841,76602,,,,,,
Sign Bottom,11365,44700,78880,43600,78985,37201,85645,,
Sign Bottom,11366,75955,91503,,,,,,
Sign Bottom,11367,72820,91691,,,,,,
Sign Top,11368,190588,192558,1330,34727,,,,
Sign Top,11369,100137,136065,65020,75304,,,,
Sign Top,11370,130000,155673,184000,184094,,,,
Sign Bottom,11371,25203,30441,47000,88440,,,,
Sign Top,11372,54992,60717,,,,,,
Sign Top,11373,20000,48786,,,,,,
Sign Bottom,11374,57443,104196,,,6048,7265,,
Sign Top,11375,80323,104405,,,,,,
Sign Top,11376,100022,136189,,,100000,124294,,
Sign Top,11377,167313,204727,59595,107545,,,,
Sign Bottom,11378,102583,144049,98470,119290,,,,
Sign Top,11379,30055,60856,580,24545,,,,
Sign Top,11380,96538,135694,,,,,,
Sign Bottom,11381,176955,177360,,,5262,52656,,
Sign Bottom,11382,7048,47986,,,18556,41467,,
Sign Bottom,11383,49321,81681,,,,,,
Sign Top,11384,10987,33356,38893,50497,2574,13953,,
Sign Top,11385,133106,179057,,,,,,
Sign Bottom,11386,24464,42655,,,,,,
Sign Bottom,11387,91847,94043,,,,,,
Sign Top,11388,105666,129414,34343,39177,,,,
Sign Bottom,11389,83939,84892,,,,,,
Sign Bottom,11390,64949,67717,,,,,,
Sign Top,11391,22834,39964,24286,46367,,,,
Sign Bottom,11392,110813,119132,,,76791,100884,,
Sign Top,11393,38211,39056,100000,103345,,,,
Sign Bottom,11394,5564,35221,56157,72093,,,,
Sign Bottom,11395,35399,83514,,,,,,
Sign Bottom,11396,42696,88937,73938,92055,,,,
Sign Top,11397,81065,125583,54484,79119,,,,
Sign Top,11398,93981,122305,78636,97761,,,,
Sign Bottom,11399,80200,113315,70048,89836,,,,
Sign Top,11400,313,38855,,,,,,
Sign Top,11401,14176,18063,,,599,11950,,
Sign Bottom,11402,39632,78996,89416,139327,,,,
Sign Top,11403,54462,82090,,,,,,
Sign Bottom,11404,13452,37557,97582,102211,,,,
Sign Bottom,11405,45100,48691,,,,,,
Sign Top,11406,50,9109,,,,,,
Sign Top,11407,220000,233250,,,,,,
Sign Top,11408,70970,89912,117326,159069,139280,146976,,
Sign Bottom,11409,179775,226473,77637,100560,,,3500,41269
Sign Top,11410,80089,109937,55623,104058,,,,
Sign Bottom,11411,56970,68433,,,,,,
Sign Bottom,11412,26719,37098,,,,,,
Sign Bottom,11413,135719,166748,,,,,,
Sign Bottom,11414,19955,37369,,,,,,
Sign Bottom,11415,22049,40233,,,,,,
Sign Bottom,11416,22853,36375,,,,,,
Sign Bottom,11417,74081,86107,162325,205301,,,,
Sign Bottom,11418,65514,103459,,,,,,
Sign Top,11419,83236,130431,,,,,,
Sign Bottom,11420,34066,75742,,,,,,
Sign Bottom,11421,52894,97070,122964,153738,,,,
Sign Top,11422,195299,225138,,,,,,
Sign Top,11423,85,22279,,,,,,
Sign Top,11424,536,2694,6270,24883,,,,
Sign Bottom,11425,24122,34162,,,130829,175318,,
Sign Top,11426,1090,19182,,,,,,
Sign Top,11427,65000,104656,,,,,,
Sign Bottom,11428,95541,134235,86512,117498,101009,127524,,
Sign Bottom,11429,10468,50729,30565,46822,,,,
Sign Top,11430,66772,107490,,,,,,
Sign Bottom,11431,167739,203902,19995,55271,,,,
Sign Top,11432,116000,155843,94039,119166,,,,
Sign Top,11433,80661,80766,,,,,,
Sign Top,11434,117800,122397,,,,,,
Sign Top,11435,70710,79143,116843,127890,138833,185404,,
Sign Bottom,11436,34609,81243,44210,74558,26685,75047,,
Sign Bottom,11437,123717,161575,,,,,,
Sign Bottom,11438,128731,160190,77370,87215,,,,
Sign Top,11439,49712,79632,71000,114473,,,,
Sign Top,11440,54000,61859,98771,108672,,,,
Sign Bottom,11441,73590,116120,,,,,,
Sign Top,11442,2,705,1,18982,,,,
Sign Top,11443,20000,51577,30000,33701,73454,91632,,
Sign Top,11444,76911,114144,,,,,,
Sign Bottom,11445,29627,31677,,,,,,
Sign Bottom,11446,156902,180916,117023,141436,,,,
Sign Bottom,11447,55171,61540,48013,57866,,,,
Sign Bottom,11448,69302,89181,60295,72745,,,,
Sign Top,11449,56750,96380,,,,,,
Sign Top,11450,138610,161788,7339,47698,65419,110157,,
Sign Top,11451,157364,197100,26353,75792,778,23673,,
Sign Bottom,11452,27793,56681,25369,66190,,,,
Sign Bottom,11453,39409,42122,,,,,,
Sign Top,11454,39893,78135,,,,,,
Sign Bottom,11455,88027,107049,84240,102700,,,,
Sign Bottom,11456,128156,175503,24929,70084,,,,
Sign Bottom,11457,49000,60379,,,,,,
Sign Top,11458,12000,58478,68000,78789,,,,
Sign Top,11459,80501,114644,,,,,,
Sign Bottom,11460,16893,53062,,,,,,
Sign Top,11461,4001,37178,,,,,,
Sign Bottom,11462,74125,106784,,,,,,
Sign Top,11463,82165,103330,,,,,,
Sign Top,11464,8455,56833,,,,,,
Sign Top,11465,82000,82852,,,,,,
Sign Bottom,11466,115208,134362,10638,12154,,,,
Sign Top,11467,2249,41252,,,,,,
Sign Top,11468,32247,47325,,,,,,
Sign Top,11469,48000,87639,,,,,,
Sign Bottom,11470,71635,118855,,,,,,
Sign Bottom,11471,3023,9372,,,,,,
Sign Top,11472,33360,59055,,,,,,
Sign Top,11473,50096,96778,,,,,,
Sign Top,11474,7836,43866,,,,,,
Sign Bottom,11475,49309,54638,76400,122873,82374,115805,,
Sign Top,11476,33094,60633,,,,,,
Sign Top,11477,31238,72002,,,703,48791,577,39232
Sign Top,11478,976,37462,22024,39129,,,,
Sign Bottom,11479,3299,25215,,,,,,
Sign Bottom,11480,117979,135331,,,,,,
Sign Top,11481,110036,110100,,,,,,
Sign Top,11482,42883,65243,,,,,,
Sign Top,11483,7000,29375,,,,,,
Sign Bottom,11484,55973,77819,46130,68928,,,,
Sign Top,11485,9025,39930,,,,,,
Sign Top,11486,38695,71629,,,,,,
Sign Top,11487,28000,63786,54080,68816,,,,
Sign Bottom,11488,84000,96058,110524,128781,,,,
Sign Bottom,11489,59,20698,97587,102295,150480,176267,,
Sign Bottom,11490,59000,64651,116981,145789,,,,
Sign Bottom,11491,27550,29622,,,,,,
Sign Top,11492,23000,65476,,,,,,
Sign Top,11493,103354,126884,54061,64908,73724,108686,,
Sign Bottom,11494,178227,203652,69479,77689,,,,
Sign Bottom,11495,205729,244983,215455,225779,52543,54400,,
Sign Top,11496,45275,72570,,,,,,
Sign Bottom,11497,24692,42762,,,,,,
Sign Bottom,11498,17342,41420,172000,191273,,,,
Sign Top,11499,146489,189381,,,,,,
Sign Bottom,11500,102028,102498,,,,,,
Sign Bottom,11501,121300,139445,,,,,,
Sign Bottom,11502,75058,120403,,,,,,
Sign Bottom,11503,64400,84595,54621,103421,,,,
Sign Bottom,11504,127694,130848,122054,126140,,,,
Sign Top,11505,121217,134589,,,,,,
Sign Top,11506,93500,143204,83780,95292,85000,105418,,
Sign Top,11507,142673,177740,,,,,,
Sign Bottom,11508,111960,154366,,,,,,
Sign Bottom,11509,149912,164212,202109,225135,3553,41058,,
Sign Bottom,11510,92541,104581,,,,,,
Sign Top,11511,3910,52456,45048,64971,,,,
Sign Bottom,11512,68642,71611,,,,,,
Sign Bottom,11513,103010,134234,,,,,,
Sign Top,11514,351,12118,667,41457,,,,
Sign Top,11515,20000,55888,,,,,,
Sign Bottom,11516,15283,15486,,,,,,
Sign Top,11517,39121,72019,,,,,,
Sign Bottom,11518,126103,128383,,,,,,
Sign Top,11519,168997,195149,,,,,,
Sign Bottom,11520,10400,13198,139208,186242,,,,
Sign Top,11521,23,1366,17829,30065,,,,
Sign Top,11522,82563,108575,,,,,,
Sign Bottom,11523,28209,41697,,,,,,
Sign Bottom,11524,79971,105399,,,,,,
Sign Top,11525,200000,237394,48600,80098,,,,
Sign Top,11526,100639,105842,,,,,,
Sign Bottom,11527,39467,66610,86271,90316,,,,
Sign Bottom,11528,33382,42417,,,,,,
Sign Top,11529,16817,28850,,,,,,
Sign Top,11530,52731,80620,40000,73568,,,,
Sign Top,11531,12050,58498,,,,,,
Sign Top,11532,35063,84765,,,,,,
Sign Bottom,11533,63710,74624,,,,,,
Sign Top,11534,98500,137864,,,,,,
Sign Bottom,11535,83520,100542,130713,148873,,,,
Sign Bottom,11536,43319,44769,94522,112739,,,,
Sign Bottom,11537,77283,78968,43984,85195,,,,
Sign Bottom,11538,127623,164047,121301,150631,,,,
Sign Top,11539,51618,66571,69017,79946,,,,
Sign Top,11540,54912,55046,99089,117694,,,,
Sign Top,11541,106040,136224,,,,,,
Sign Top,11542,952,10458,,,,,,
Sign Bottom,11543,105779,154770,,,,,,
Sign Bottom,11544,64270,75878,162171,188128,,,,
Sign Top,11545,136485,174392,7634,29287,,,,
Sign Bottom,11546,126894,158717,,,,,,
Sign Top,11547,130338,164658,41706,47408,,,,
Sign Bottom,11548,100493,103304,,,,,,
Sign Top,11549,90120,104692,,,,,,
Sign Bottom,11550,61927,110624,130465,137641,,,,
Sign Top,11551,100895,115784,,,,,,
Sign Top,11552,66346,94770,,,,,,
Sign Top,11553,26752,39397,,,,,,
Sign Bottom,11554,103246,114937,,,,,,
Sign Bottom,11555,475,38276,,,,,,
Sign Top,11556,395,1709,385,49065,,,,
Sign Bottom,11557,463090,477843,,,,,,
Sign Top,11558,75747,97386,,,,,,
Sign Top,11559,100100,128129,,,,,,
Sign Top,11560,11,38782,10066,50702,,,,
Sign Bottom,11561,64235,94296,,,,,,
Sign Top,11562,150757,188696,,,,,,
Sign Bottom,11563,17311,38696,,,,,,
Sign Top,11564,15600,55642,86034,134710,65000,96776,,
Sign Top,11565,95570,137121,272,44583,,,,
Sign Top,11566,747,20733,,,,,,
Sign Top,11567,83687,125034,,,,,,
Sign Bottom,11568,58549,87650,,,,,,
Sign Bottom,11569,342,46920,59633,62868,,,,
Sign Bottom,11570,215898,234494,,,,,,
Sign Bottom,11571,99000,137021,222466,250618,,,,
Sign Top,11572,313,21513,,,,,,
Sign Bottom,11573,188132,210141,12398,12780,,,,
Sign Top,11574,38499,66269,,,,,,
Sign Bottom,11575,51625,62832,1832,9887,,,,
Sign Bottom,11576,18755,53690,134485,171659,17234,56822,,
Sign Bottom,11577,40079,86874,,,,,,
Sign Bottom,11578,88953,100642,,,,,,
Sign Bottom,11579,11899,42407,42563,85001,6685,47212,,
Sign Top,11580,69000,76866,,,,,,
Sign Bottom,11581,130819,167379,51203,93681,,,,
Sign Bottom,11582,21861,31046,,,,,,
Sign Top,11583,112378,158992,,,,,,
Sign Bottom,11584,125753,143805,,,,,,
Sign Top,11585,6166,18245,,,,,,
Sign Top,11586,58310,72041,11920,50667,,,,
Sign Top,11587,153439,169216,,,26345,66326,,
Sign Top,11588,56357,78800,,,,,,
Sign Bottom,11589,56155,95491,110277,160238,,,,
Sign Top,11590,5673,14283,,,,,,
Sign Top,11591,52000,89790,,,,,,
Sign Bottom,11592,25823,53775,,,,,,
Sign Bottom,11593,28655,31172,38011,80132,,,,
Sign Bottom,11594,132118,136638,104481,139765,,,,
Sign Bottom,11595,79424,103629,,,,,,
Sign Top,11596,176407,214365,,,,,,
Sign Top,11597,934,37282,,,,,,
Sign Bottom,11598,17833,42680,83268,96790,,,,
Sign Bottom,11599,26972,29751,89077,124822,,,,
Sign Bottom,11600,89876,109461,,,,,,
Sign Top,11601,51000,93783,51522,75637,,,,
Sign Top,11602,204109,229379,,,,,,
Sign Top,11603,467,35820,120000,156163,,,,
Sign Top,11604,1000,5689,147489,167899,,,,
Sign Bottom,11605,6805,50513,1545,35494,,,,
Sign Bottom,11606,33403,43535,,,,,,
Sign Top,11607,36000,73278,45000,78149,,,,
Sign Bottom,11608,108332,110568,74419,78622,,,,
Sign Bottom,11609,118133,145071,87304,95649,,,,
Sign Bottom,11610,15223,36638,40223,49628,,,,
Sign Bottom,11611,51126,80445,25479,31175,,,,
Sign Top,11612,48348,70125,,,,,140301,161424
Sign Bottom,11613,172306,185816,274187,314415,,,,
Sign Top,11614,37408,53484,79824,118394,415,15366,,
Sign Bottom,11615,124427,136784,,,,,,
Sign Bottom,11616,141494,164166,55629,74527,,,,
Sign Top,11617,100096,101412,,,,,,
Sign Bottom,11618,120560,147405,,,,,,
Sign Bottom,11619,22648,59883,,,,,,
Sign Top,11620,87960,129923,,,,,,
Sign Top,11621,3850,26288,160000,187099,,,,
Sign Bottom,11622,621,14138,,,,,,
Sign Top,11623,56000,102967,,,,,,
Sign Bottom,11624,87798,117130,,,,,,
Sign Bottom,11625,30245,73238,,,55630,94974,,
Sign Bottom,11626,60016,98485,,,,,,
Sign Bottom,11627,69980,76994,31240,46178,,,,
Sign Bottom,11628,73436,85618,,,,,,
Sign Top,11629,60000,101924,27400,49266,,,,
Sign Top,11630,78068,81297,95520,139341,,,,
Sign Bottom,11631,13799,56288,,,,,,
Sign Bottom,11632,7083,33678,145236,186740,,,,
Sign Top,11633,195511,232748,110553,122274,,,,
Sign Bottom,11634,103954,123149,102087,125867,,,,
Sign Bottom,11635,89045,110959,,,,,,
Sign Top,11636,38865,84662,50024,94835,,,,
Sign Top,11637,96484,143678,75718,85755,,,,
Sign Top,11638,106208,146728,,,,,,
Sign Top,11639,74657,78005,,,,,,
Sign Bottom,11640,50,628,60998,62753,,,,
Sign Top,11641,90752,131187,,,,,,
Sign Top,11642,134657,145092,,,0,14865,,
Sign Top,11643,150,20438,,,,,,
Sign Top,11644,90600,98957,,,,,,
Sign Top,11645,150000,178518,100000,115462,,,,
Sign Bottom,11646,126651,153778,,,,,,
Sign Top,11647,111000,140662,,,,,,
Sign Bottom,11648,17098,33513,227168,233297,,,,
Sign Top,11649,77364,94055,,,,,,
Sign Top,11650,72230,80255,,,,,,
Sign Bottom,11651,43805,89455,60027,65419,,,,
Sign Top,11652,30784,67708,5486,23815,,,,
Sign Top,11653,83481,126791,,,253868,280908,,
Sign Top,11654,78061,110114,,,,,,
Sign Bottom,11655,121860,167616,227277,262351,,,,
Sign Bottom,11656,135910,172510,44216,56154,,,,
Sign Bottom,11657,102143,120042,,,,,,
Sign Top,11658,107314,113529,,,,,,
Sign Bottom,11659,61458,79370,,,,,,
Sign Bottom,11660,50444,61184,130525,150763,,,,
Sign Bottom,11661,70148,71205,92534,131244,,,,
Sign Top,11662,75334,116846,,,,,,
Sign Top,11663,493,31797,,,,,,
Sign Top,11664,192723,225670,60470,98007,,,,
Sign Top,11665,56292,88157,,,,,,
Sign Top,11666,134000,175268,,,59000,84984,,
Sign Bottom,11667,52576,93565,50458,67353,,,,
Sign Bottom,11668,86865,135432,,,,,,
Sign Top,11669,18267,32149,96302,122242,,,,
Sign Bottom,11670,23960,31281,,,,,,
Sign Top,11671,61781,89578,,,,,,
Sign Top,11672,38604,85277,,,,,,
Sign Top,11673,50926,83168,,,,,,
Sign Bottom,11674,66559,83698,,,,,,
Sign Top,11675,71753,110163,40368,58332,,,,
Sign Top,11676,22000,50081,70000,113802,,,,
Sign Bottom,11677,85104,92378,53129,75016,,,,
Sign Bottom,11678,60259,84596,,,,,,
Sign Top,11679,170,27057,10978,18657,,,,
Sign Top,11680,4200,35807,,,,,,
Sign Top,11681,48000,73246,89000,108524,,,,
Sign Top,11682,43868,43977,42400,65669,,,,
Sign Top,11683,15575,33396,,,,,,
Sign Bottom,11684,65964,99536,,,71062,116428,,
Sign Bottom,11685,5810,24930,5623,10741,,,,
Sign Bottom,11686,56560,76923,,,15263,21541,,
Sign Top,11687,131712,175494,72532,114415,,,,
Sign Top,11688,6442,22811,,,,,,
Sign Bottom,11689,187572,204973,48144,67921,,,,
Sign Bottom,11690,64945,79348,,,,,,
Sign Top,11691,126000,158933,111111,159713,,,,
Sign Bottom,11692,70000,75998,,,,,,
Sign Top,11693,28000,63416,,,,,,
Sign Bottom,11694,187378,197134,,,,,,
Sign Bottom,11695,17099,58155,126204,149826,,,,
Sign Top,11696,84533,100186,,,,,,
Sign Top,11697,146368,195462,,,,,,
Sign Bottom,11698,74954,90678,,,,,,
Sign Top,11699,90000,114334,,,,,12000,54297
Sign Bottom,11700,35000,69272,,,,,,
Sign Top,11701,45951,52605,7766,9493,,,,
Sign Bottom,11702,179549,192017,,,,,,
Sign Top,11703,8733,54251,66,37966,,,,
Sign Top,11704,80022,80860,,,,,,
Sign Top,11705,114000,159201,109000,141556,,,,
Sign Top,11706,98087,126349,,,,,,
Sign Bottom,11707,92117,140939,,,,,,
Sign Bottom,11708,83607,97755,87060,110721,,,,
Sign Bottom,11709,58743,82834,,,,,,
Sign Top,11710,120000,139513,74000,97966,,,,
Sign Bottom,11711,138641,181907,,,,,,
Sign Top,11712,85379,102166,,,,,,
Sign Top,11713,116821,130554,7714,35648,,,,
Sign Bottom,11714,164371,175105,,,,,,
